QID,Topic,Subtopic,Question,CorrectLetter,CorrectAnswer,miss_count,MemoryHook
2035,Data Governance & Quality,Unity Catalog permissions,"A data engineer is investigating the aftermath of an accidental DROP TABLE command executed by a script. The table in question, finance.transactions, was defined as a Managed Table within Unity Catalog. The engineer needs to explain to the team what happened to the underlying data files (Parquet/Delta files) stored in the cloud storage account.
The engineer reviews the table definition properties captured just before the deletion:Graphic: table definition properties
property_key | property_value | description
Type | MANAGED | Table type
Catalog | prod_catalog | Parent Catalog
Location | s3://company-bucket/uc/1029-3847 | Storage Path
Based on the Databricks architecture for Managed Tables, what is the status of the data files in the storage location after the DROP TABLE command completes?",B,"For a Unity Catalog managed table, DROP TABLE removes the table metadata immediately and marks the underlying data files for deletion. The files are retained for a limited recovery window and are then physically deleted by Databricks automated maintenance.",0,"DROP Unity Catalog managed table: metadata gone now, data deleted later"
2037,Data Processing & Transformations,DDL and DML features,"A junior data engineer accidentally executed a DELETE FROM employees command without a WHERE clause, effectively removing all records from the production table. The team needs to restore the table immediately to its state prior to this catastrophic operation.
The lead engineer runs DESCRIBE HISTORY employees to identify the correct version to restore. The output is shown below:
Graphic: DESCRIBE HISTORY output
version | timestamp | userId | userName | operation | operationParameters
4 | 07/01/2026 10:20 | 8892 | job_bot | OPTIMIZE | {""predicate"": []}
3 | 07/01/2026 10:15 | 5501 | junior_dev | DELETE | {""predicate"": ""true""}
2 | 07/01/2026 10:10 | 4402 | etl_user | UPDATE | {""predicate"": ""id > 100""}
1 | 07/01/2026 9:00 | 4402 | etl_user | MERGE | {""predicate"": ""...""}
0 | 07/01/2026 8:00 | 9901 | admin | TABLE | {""description"": ""...""}
Based on this history, the goal is to revert the table to the state exactly after the UPDATE operation (Version 2) but before the DELETE operation (Version 3). Which two SQL commands successfully achieve this restoration? (Select two)","A,E",RESTORE TABLE employees TO VERSION AS OF 2; | RESTORE TABLE employees TO TIMESTAMP AS OF '2026-01-07 10:12:00';,1,Undo accidental DELETE: RESTORE TABLE ... TO VERSION or TIMESTAMP AS OF
2038,Databricks Intelligence Platform,Select appropriate compute,"A team runs ad hoc BI queries from Tableau against a large lakehouse dataset. Query runtimes vary widely, concurrency is unpredictable, and the team wants fast query startup, automatic scaling for concurrent users, and no cluster management.
Which Databricks compute configuration best fits this workload?",D,Serverless SQL Warehouse,0,Best for ad-hoc SQL at scale: Serverless SQL Warehouse
2039,Data Processing & Transformations,PySpark aggregations,"A data engineer is developing a financial report within a Lakeflow Spark Declarative Pipeline. The goal is to calculate the Year-to-Date (YTD) Running Total of revenue for each specific store. The output must show the accumulated revenue increasing day by day for each store independently.
The engineer is verifying the logic against the following sample dataset:
Graphic: revenue input table
store_id | report_date | daily_revenue
STORE_A | 01/01/2026 | 1000.00
STORE_A | 02/01/2026 | 1500.00
STORE_B | 01/01/2026 | 500.00
STORE_B | 02/01/2026 | 600.00
Which Spark SQL window function syntax correctly calculates this cumulative sum?",A,SUM(daily_revenue) OVER ( PARTITION BY store_id ORDER BY report_date ),0,Running total by partition: SUM() OVER (PARTITION BY col ORDER BY col)
2040,Data Processing & Transformations,PySpark aggregations,"A data engineer needs to compute DAU (daily active users) as the number of unique customer_id values per order_date. The orders_df DataFrame contains about 1 billion rows.
The straightforward implementation below is slow because the distinct aggregation is expensive at this scale:
- orders_df.groupBy(""order_date"").agg(F.countDistinct(""customer_id"").alias(""dau""))
Which PySpark pattern is the best optimization approach for computing the exact DAU metric?",D,"dau_df = (orders_df.select(""order_date"", ""customer_id"").dropDuplicates([""order_date"", ""customer_id""]) .groupBy(""order_date"") .agg(F.count(""*"").alias(""dau"")))",1,"Distinct active users per day: dropDuplicates([date, id]) then groupBy date"
2042,Data Processing & Transformations,DDL and DML features,"A data engineer is processing a ""Bronze"" table containing raw customer order logs. The source data contains nested arrays of products purchased. The engineer needs to transform this into a ""Silver"" table where each row represents a single unit of a product sold, excluding any transactions that were marked as ""Returned"".
Initial Table (A):
Graphic: initial orders table
order_id | status | items_purchased
1001 | Shipped | [""Phone"", ""Case""]
1002 | Returned | [""Laptop""]
1003 | Shipped | [""Monitor""]
Table after Transformation (B):
Graphic: transformed orders table
order_id | product_name
1001 | Phone
1001 | Case
1003 | Monitor
Which two Spark transformations were executed on Table A to produce the state in Table B? (Select two)","C,D",The explode() function was applied to the items_purchased column. | A filter() or where() transformation was applied to exclude rows where status == 'Returned'.,0,explode() expands array rows; filter() removes unwanted rows
2043,Data Processing & Transformations,DDL and DML features,"A data engineer is validating a nightly production job. They are comparing the Initial State (Table A) with the Final State (Table B) after the pipeline has finished its execution.
Initial State:
Graphic: initial employee table
emp_id | full_name | department | salary
501 | john doe | Sales | 45000
502 | jane smith | Engineering | 80000
503 | bob brown | HR | 30000
After Transformation:
Graphic: final employee table
emp_id | full_name | department | salary
501 | JOHN DOE | SALES | 55000
502 | JANE SMITH | ENGINEERING | 80000
504 | ALICE WHITE | SUPPORT | 60000
Which two operations were performed on Table A to result in the state shown in Table B? (Select two)","A,E","The upper() function was applied to the full_name and department columns. | A MERGE operation was performed where emp_id 501 was updated, 503 was deleted, and 504 was inserted.",1,upper() normalizes strings; MERGE handles upsert/delete operations
2044,Data Processing & Transformations,PySpark aggregations,"A data engineer is transforming an orders DataFrame and needs to create a new column named gross_amount by multiplying unit_price by quantity.
Which PySpark expression correctly creates this new column?",A,"orders_df.withColumn(""gross_amount"", F.col(""unit_price"") * F.col(""quantity""))",1,"Add computed column: withColumn('name', F.col(a) * F.col(b))"
2045,Data Ingestion and Loading,Lakeflow Connect,A data engineering team wants to ingest data from several SaaS and operational systems into Databricks with minimal custom code. They want a managed ingestion experience and prefer to avoid building notebook-based extraction logic where possible. Which two statements best describe when Lakeflow Connect is an appropriate choice,"A,D",It is appropriate when the team wants to ingest from supported sources while keeping governance aligned with Databricks-native ingestion workflows. | It is appropriate when the team wants managed connectors for supported external sources instead of hand-built extraction code.,1,Lakeflow Connect = managed ingestion aligned with Databricks governance
2046,Data Processing & Transformations,Joins,"A data engineer is tuning a Spark SQL join between a very large fact table and a very small dimension table. The current physical plan uses a sort-merge join, causing heavy shuffling. The engineer wants Spark to replicate the small table to executors so the large table does not need to be shuffled for the join. Which function should be applied to the small table to force this behavior?",B,broadcast(small_table),0,Force small table to broadcast: broadcast(small_df)
2047,Productionizing Pipelines,Lakeflow Spark Declarative Pipelines,"A data engineer manages a Lakeflow Spark Declarative Pipeline that ingests a batch of financial reports. These reports are uploaded to cloud storage exactly once per day at 02:00 UTC. Currently, the pipeline is configured in ""Continuous"" mode. The engineer observes that the cluster remains active and billable 24/7, even though the data processing finishes in just 15 minutes. Management has requested a configuration change to minimize compute costs while ensuring the daily file is processed completely. The engineer is reviewing the file arrival history: Which pipeline execution mode should the engineer select to meet the cost-reduction requirement?",C,Triggered,0,DLT pipeline mode for scheduled runs: Triggered
